PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32524498","A Review of Two Regulatory Approved Anti-CD19 CAR T-Cell Therapies in Diffuse Large B-Cell Lymphoma: Why Are Indirect Treatment Comparisons Not Feasible?","Zhang J, Li J, Ma Q, Yang H, Signorovitch J, Wu E.","Adv Ther. 2020 Jul;37(7):3040-3058. doi: 10.1007/s12325-020-01397-9. Epub 2020 Jun 10.","Zhang J","Adv Ther","2020","2020/06/12","PMC7467403","","10.1007/s12325-020-01397-9"
"32499262","Early Psychosis Intervention-Spreading Evidence-based Treatment (EPI-SET): protocol for an effectiveness-implementation study of a structured model of care for psychosis in youth and emerging adults","Kozloff N, Foussias G, Durbin J, Sockalingam S, Addington J, Addington D, Ampofo A, Anderson KK, Barwick M, Bromley S, Cunningham JEA, Dahrouge S, Duda L, Ford C, Gallagher S, Haltigan JD, Henderson J, Jaouich A, Miranda D, Mitchell P, Morin J, de Oliveira C, Primeau V, Serhal E, Soklaridis S, Urajnik D, Whittard K, Zaheer J, Kurdyak P, Voineskos AN.","BMJ Open. 2020 Jun 3;10(6):e034280. doi: 10.1136/bmjopen-2019-034280.","Kozloff N","BMJ Open","2020","2020/06/06","PMC7282307","","10.1136/bmjopen-2019-034280"
"32490682","Causal inference and adjustment for reference-arm risk in indirect treatment comparison meta-analysis","Swallow E, Patterson-Lomba O, Ayyagari R, Pelletier C, Mehta R, Signorovitch J.","J Comp Eff Res. 2020 Jul;9(10):737-750. doi: 10.2217/cer-2020-0042. Epub 2020 Jun 3.","Swallow E","J Comp Eff Res","2020","2020/06/04","","","10.2217/cer-2020-0042"
"32475340","Statistical analyses and quality of individual participant data network meta-analyses were suboptimal: a cross-sectional study","Gao Y, Shi S, Li M, Luo X, Liu M, Yang K, Zhang J, Song F, Tian J.","BMC Med. 2020 Jun 1;18(1):120. doi: 10.1186/s12916-020-01591-0.","Gao Y","BMC Med","2020","2020/06/02","PMC7262764","","10.1186/s12916-020-01591-0"
"32470056","A framework to build similarity-based cohorts for personalized treatment advice - a standardized, but flexible workflow with the R package SimBaCo","Wirbka L, Haefeli WE, Meid AD.","PLoS One. 2020 May 29;15(5):e0233686. doi: 10.1371/journal.pone.0233686. eCollection 2020.","Wirbka L","PLoS One","2020","2020/05/30","PMC7259608","","10.1371/journal.pone.0233686"
"32456710","Testing whether the progression of Alzheimer's disease changes with the year of publication, additional design, and geographical area: a modeling analysis of literature aggregate data","Zhang N, Zheng X, Liu H, Zheng Q, Li L.","Alzheimers Res Ther. 2020 May 26;12(1):64. doi: 10.1186/s13195-020-00630-5.","Zhang N","Alzheimers Res Ther","2020","2020/05/28","PMC7251914","","10.1186/s13195-020-00630-5"
"32454812","Propranolol Is Associated with Lower Risk of Incidence of Hepatocellular Carcinoma in Patients with Alcoholic Cirrhosis: A Tertiary-Center Study and Indirect Comparison with Meta-Analysis","Li TH, Tsai YL, Hsu CF, Liu CW, Huang CC, Yang YY, Tsai HC, Huang SF, Hsieh YC, Liu HM, Lee TY, Hou MC, Tsai CY, Lin HC.","Gastroenterol Res Pract. 2020 Apr 9;2020:1892584. doi: 10.1155/2020/1892584. eCollection 2020.","Li TH","Gastroenterol Res Pract","2020","2020/05/27","PMC7238337","","10.1155/2020/1892584"
"32424805","Comparative Efficacy of Cabozantinib and Regorafenib for Advanced Hepatocellular Carcinoma","Kelley RK, Mollon P, Blanc JF, Daniele B, Yau T, Cheng AL, Valcheva V, Marteau F, Guerra I, Abou-Alfa GK.","Adv Ther. 2020 Jun;37(6):2678-2695. doi: 10.1007/s12325-020-01378-y. Epub 2020 May 18.","Kelley RK","Adv Ther","2020","2020/05/20","PMC7467441","","10.1007/s12325-020-01378-y"
"32412387","The cost effectiveness of pembrolizumab versus chemotherapy or atezolizumab as second-line therapy for advanced urothelial carcinoma in the United States","Slater RL, Lai Y, Zhong Y, Li H, Meng Y, Moreno BH, Godwin JL, Frenkl T, Sonpavde GP, Mamtani R.","J Med Econ. 2020 Sep;23(9):967-977. doi: 10.1080/13696998.2020.1770261. Epub 2020 Jun 12.","Slater RL","J Med Econ","2020","2020/05/16","","","10.1080/13696998.2020.1770261"
"32395870","Equivalence of entropy balancing and the method of moments for matching-adjusted indirect comparison","Phillippo DM, Dias S, Ades AE, Welton NJ.","Res Synth Methods. 2020 Jul;11(4):568-572. doi: 10.1002/jrsm.1416. Epub 2020 May 27.","Phillippo DM","Res Synth Methods","2020","2020/05/13","PMC7384548","","10.1002/jrsm.1416"
"32386269","Indirect comparison of anti-interleukin 17 targeted biological treatments for moderate-to-severe psoriasis","Díaz Acedo R, Galvan Banqueri M, Márquez Saavedra E.","J Clin Pharm Ther. 2020 Aug;45(4):715-721. doi: 10.1111/jcpt.13153. Epub 2020 May 9.","Díaz Acedo R","J Clin Pharm Ther","2020","2020/05/10","","","10.1111/jcpt.13153"
"32380428","Indirect treatment comparison of nivolumab versus placebo for the adjuvant treatment of melanoma","Hemstock M, Amadi A, Kupas K, Roskell N, Kotapati S, Gooden K, Middleton MR, Schadendorf D.","Eur J Cancer. 2020 Jun;132:176-186. doi: 10.1016/j.ejca.2020.03.011. Epub 2020 May 4.","Hemstock M","Eur J Cancer","2020","2020/05/08","","","10.1016/j.ejca.2020.03.011"
"32371431","Comparative effectiveness of improvement in pain and physical function for baricitinib versus adalimumab, tocilizumab and tofacitinib monotherapies in rheumatoid arthritis patients who are naïve to treatment with biologic or conventional synthetic disease-modifying antirheumatic drugs: a matching-adjusted indirect comparison","Fautrel B, Zhu B, Taylor PC, van de Laar M, Emery P, De Leonardis F, Kannowski CL, Nicolay C, Kadziola Z, De La Torre I, Fleischmann R.","RMD Open. 2020 Apr;6(1):e001131. doi: 10.1136/rmdopen-2019-001131.","Fautrel B","RMD Open","2020","2020/05/07","PMC7299519","","10.1136/rmdopen-2019-001131"
"32367407","Propensity score matching/reweighting analysis comparing intravenous golimumab to infliximab for ankylosing spondylitis using data from the GO-ALIVE and ASSERT trials","Gensler LS, Chakravarty SD, Cameron C, Peterson S, Spin P, Kafka S, Nair S, Deodhar A.","Clin Rheumatol. 2020 Oct;39(10):2907-2917. doi: 10.1007/s10067-020-05051-1. Epub 2020 May 4.","Gensler LS","Clin Rheumatol","2020","2020/05/06","PMC7497341","","10.1007/s10067-020-05051-1"
"32327161","Critical Appraisal of Published Indirect Comparisons and Network Meta-Analyses of Competing Interventions for Multiple Myeloma","Cope S, Toor K, Popoff E, Fonseca R, Landgren O, Mateos MV, Weisel K, Jansen JP.","Value Health. 2020 Apr;23(4):441-450. doi: 10.1016/j.jval.2019.11.003. Epub 2020 Apr 6.","Cope S","Value Health","2020","2020/04/25","PMC7480667","NIHMS1613292","10.1016/j.jval.2019.11.003"
"32308623","Combined Methods (Formal Adjusted Indirect Comparison, Meta-Analysis and Principal Component Analysis) Comparisons of the Safety and Efficacy of Ambrisentan, Bosentan, and Sildenafil in the Patients With Pulmonary Arterial Hypertension","Li X, Li T.","Front Pharmacol. 2020 Apr 3;11:400. doi: 10.3389/fphar.2020.00400. eCollection 2020.","Li X","Front Pharmacol","2020","2020/04/21","PMC7145892","","10.3389/fphar.2020.00400"
"32301116","Reweighting Randomized Controlled Trial Evidence to Better Reflect Real Life - A Case Study of the Innovative Medicines Initiative","Happich M, Brnabic A, Faries D, Abrams K, Winfree KB, Girvan A, Jonsson P, Johnston J, Belger M; IMI GetReal Work Package 1.","Clin Pharmacol Ther. 2020 Oct;108(4):817-825. doi: 10.1002/cpt.1854. Epub 2020 May 30.","Happich M","Clin Pharmacol Ther","2020","2020/04/18","PMC7540324","","10.1002/cpt.1854"
"32299269","Indirect comparisons of ixekizumab versus three interleukin-23 p19 inhibitors in patients with moderate-to-severe plaque psoriasis - efficacy findings up to week 12","Gottlieb AB, Saure D, Wilhelm S, Dossenbach M, Schuster C, Smith SD, Ramot Y, Thaçi D.","J Dermatolog Treat. 2022 Feb;33(1):54-61. doi: 10.1080/09546634.2020.1747592. Epub 2020 Apr 17.","Gottlieb AB","J Dermatolog Treat","2022","2020/04/18","","","10.1080/09546634.2020.1747592"
"32290309","Brigatinib and Alectinib for ALK Rearrangement-Positive Advanced Non-Small Cell Lung Cancer With or Without Central Nervous System Metastasis: A Systematic Review and Network Meta-Analysis","Ando K, Akimoto K, Sato H, Manabe R, Kishino Y, Homma T, Kusumoto S, Yamaoka T, Tanaka A, Ohmori T, Sagara H.","Cancers (Basel). 2020 Apr 10;12(4):942. doi: 10.3390/cancers12040942.","Ando K","Cancers (Basel)","2020","2020/04/16","PMC7226463","","10.3390/cancers12040942"
"32278674","Comparative Efficacy of Bortezomib, Melphalan, and Prednisone (VMP) With or Without Daratumumab Versus VMP Alone in the Treatment of Newly Diagnosed Multiple Myeloma: Propensity Score Matching of ALCYONE and VISTA Phase III Studies","Cavo M, Dimopoulos MA, San-Miguel J, Mateos MV, Jakubowiak A, Deraedt W, Lam A, Kampfenkel T, Qi M, He J.","Clin Lymphoma Myeloma Leuk. 2020 Jul;20(7):480-489. doi: 10.1016/j.clml.2020.02.018. Epub 2020 Mar 7.","Cavo M","Clin Lymphoma Myeloma Leuk","2020","2020/04/13","","","10.1016/j.clml.2020.02.018"
"32253560","The impact of intra-abdominal pressure on perioperative outcomes in laparoscopic cholecystectomy: a systematic review and network meta-analysis of randomized controlled trials","Raval AD, Deshpande S, Koufopoulou M, Rabar S, Neupane B, Iheanacho I, Bash LD, Horrow J, Fuchs-Buder T.","Surg Endosc. 2020 Jul;34(7):2878-2890. doi: 10.1007/s00464-020-07527-2. Epub 2020 Apr 6.","Raval AD","Surg Endosc","2020","2020/04/08","PMC7270984","","10.1007/s00464-020-07527-2"
"32222903","Efficacy and Treatment Burden of Intravitreal Aflibercept Versus Intravitreal Ranibizumab Treat-and-Extend Regimens at 2 Years: Network Meta-Analysis Incorporating Individual Patient Data Meta-Regression and Matching-Adjusted Indirect Comparison","Ohji M, Lanzetta P, Korobelnik JF, Wojciechowski P, Taieb V, Deschaseaux C, Janer D, Tuckmantel C.","Adv Ther. 2020 May;37(5):2184-2198. doi: 10.1007/s12325-020-01298-x. Epub 2020 Mar 28.","Ohji M","Adv Ther","2020","2020/03/31","PMC7467478","","10.1007/s12325-020-01298-x"
"32221596","A putative placebo analysis of the effects of sacubitril/valsartan in heart failure across the full range of ejection fraction","Vaduganathan M, Jhund PS, Claggett BL, Packer M, Widimský J, Seferovic P, Rizkala A, Lefkowitz M, Shi V, McMurray JJV, Solomon SD.","Eur Heart J. 2020 Jul 1;41(25):2356-2362. doi: 10.1093/eurheartj/ehaa184.","Vaduganathan M","Eur Heart J","2020","2020/03/30","PMC7327532","","10.1093/eurheartj/ehaa184"
"32220214","Matching-adjusted indirect treatment comparison of siponimod and other disease modifying treatments in secondary progressive multiple sclerosis","Samjoo IA, Worthington E, Haltner A, Cameron C, Nicholas R, Rouyrre N, Dahlke F, Adlard N.","Curr Med Res Opin. 2020 Jul;36(7):1157-1166. doi: 10.1080/03007995.2020.1747999. Epub 2020 Apr 14.","Samjoo IA","Curr Med Res Opin","2020","2020/03/30","","","10.1080/03007995.2020.1747999"
"32216597","The importance of considering differences in study and patient characteristics before undertaking indirect treatment comparisons: a case study of siponimod for secondary progressive multiple sclerosis","Samjoo IA, Worthington E, Haltner A, Cameron C, Nicholas R, Dahlke F, Adlard N.","Curr Med Res Opin. 2020 Jul;36(7):1145-1156. doi: 10.1080/03007995.2020.1747998. Epub 2020 Apr 14.","Samjoo IA","Curr Med Res Opin","2020","2020/03/29","","","10.1080/03007995.2020.1747998"
"32208038","A patient-level cost-effectiveness analysis of iron isomaltoside versus ferric carboxymaltose for the treatment of iron deficiency anemia in the United Kingdom","Pollock RF, Muduma G.","J Med Econ. 2020 Jul;23(7):751-759. doi: 10.1080/13696998.2020.1745535. Epub 2020 May 1.","Pollock RF","J Med Econ","2020","2020/03/26","","","10.1080/13696998.2020.1745535"
"32191592","Cost-Effectiveness of Brexanolone Versus Selective Serotonin Reuptake Inhibitors for the Treatment of Postpartum Depression in the United States","Eldar-Lissai A, Cohen JT, Meltzer-Brody S, Gerbasi ME, Chertavian E, Hodgkins P, Bond JC, Johnson SJ.","J Manag Care Spec Pharm. 2020 May;26(5):627-638. doi: 10.18553/jmcp.2020.19306. Epub 2020 Mar 19.","Eldar-Lissai A","J Manag Care Spec Pharm","2020","2020/03/20","","","10.18553/jmcp.2020.19306"
"32190414","Indirect comparison of azacitidine and decitabine for the therapy of elderly patients with acute myeloid leukemia: a systematic review and network meta-analysis","Wen B, You W, Yang S, Du X.","Exp Hematol Oncol. 2020 Mar 16;9:3. doi: 10.1186/s40164-020-00160-8. eCollection 2020.","Wen B","Exp Hematol Oncol","2020","2020/03/20","PMC7075015","","10.1186/s40164-020-00160-8"
"32185590","Comparative efficacy and cost-utility of combined cataract and minimally invasive glaucoma surgery in primary open-angle glaucoma","Bartelt-Hofer J, Flessa S.","Int Ophthalmol. 2020 Jun;40(6):1469-1479. doi: 10.1007/s10792-020-01314-7. Epub 2020 Mar 17.","Bartelt-Hofer J","Int Ophthalmol","2020","2020/03/19","PMC7242241","","10.1007/s10792-020-01314-7"
"32182248","Assessing the efficacy and safety of fecal microbiota transplantation and probiotic VSL#3 for active ulcerative colitis: A systematic review and meta-analysis","Dang X, Xu M, Liu D, Zhou D, Yang W.","PLoS One. 2020 Mar 17;15(3):e0228846. doi: 10.1371/journal.pone.0228846. eCollection 2020.","Dang X","PLoS One","2020","2020/03/18","PMC7077802","","10.1371/journal.pone.0228846"
"32122024","Accelerated convergence extended ptychographical iterative engine using multiple axial intensity constraints","Dou J, Wu J, Zhang Y, Hu Y, Yang Z.","Opt Express. 2020 Feb 3;28(3):3587-3597. doi: 10.1364/OE.386152.","Dou J","Opt Express","2020","2020/03/04","","","10.1364/OE.386152"
"32115845","Combination of several matching adjusted indirect comparisons (MAICs) with an application in psoriasis","Saure D, Schacht A, Kadziola Z, Brnabic AJM.","Pharm Stat. 2020 Sep;19(5):532-540. doi: 10.1002/pst.2011. Epub 2020 Mar 1.","Saure D","Pharm Stat","2020","2020/03/03","","","10.1002/pst.2011"
"32063399","From single-arm studies to externally controlled studies. Methodological considerations and guidelines","Cucherat M, Laporte S, Delaitre O, Behier JM; participants of Giens XXXV Round Table Clinical Research, d'Andon A, Binlich F, Bureau S, Cornu C, Fouret C, Hoog Labouret N, Laviolle B, Miadi-Fargier H, Paoletti X, Roustit M, Simon T, Varoqueaux N, Vicaut E, Westerloppe J.","Therapie. 2020 Jan-Feb;75(1):21-27. doi: 10.1016/j.therap.2019.11.007. Epub 2019 Dec 16.","Cucherat M","Therapie","2020","2020/02/18","","","10.1016/j.therap.2019.11.007"
"32057373","Stent-Related Adverse Events >1 Year After Percutaneous Coronary Intervention","Madhavan MV, Kirtane AJ, Redfors B, Généreux P, Ben-Yehuda O, Palmerini T, Benedetto U, Biondi-Zoccai G, Smits PC, von Birgelen C, Mehran R, McAndrew T, Serruys PW, Leon MB, Pocock SJ, Stone GW.","J Am Coll Cardiol. 2020 Feb 18;75(6):590-604. doi: 10.1016/j.jacc.2019.11.058.","Madhavan MV","J Am Coll Cardiol","2020","2020/02/15","","","10.1016/j.jacc.2019.11.058"
"32049837","Efficacy and safety of oral traditional Chinese patent medicine in treatment of liver stagnation and spleen deficiency of depression: A protocol for systematic review","Yu Y, Zhang G, Han T, Huang H.","Medicine (Baltimore). 2020 Feb;99(7):e19142. doi: 10.1097/MD.0000000000019142.","Yu Y","Medicine (Baltimore)","2020","2020/02/13","PMC7035078","","10.1097/MD.0000000000019142"
"32019141","Comparative Efficacy and Safety of Dupilumab and Benralizumab in Patients with Inadequately Controlled Asthma: A Systematic Review","Ando K, Tanaka A, Sagara H.","Int J Mol Sci. 2020 Jan 30;21(3):889. doi: 10.3390/ijms21030889.","Ando K","Int J Mol Sci","2020","2020/02/06","PMC7037967","","10.3390/ijms21030889"
"32011182","The impact of clinical heterogeneity on conducting network meta-analyses in transthyretin amyloidosis with polyneuropathy","Samjoo IA, Salvo EM, Tran D, Amass L, Stewart M, Cameron C.","Curr Med Res Opin. 2020 May;36(5):799-808. doi: 10.1080/03007995.2020.1725742. Epub 2020 Feb 17.","Samjoo IA","Curr Med Res Opin","2020","2020/02/04","","","10.1080/03007995.2020.1725742"
"32007196","CAR T-cell product performance in haematological malignancies before and after marketing authorisation","Elsallab M, Levine BL, Wayne AS, Abou-El-Enein M.","Lancet Oncol. 2020 Feb;21(2):e104-e116. doi: 10.1016/S1470-2045(19)30729-6.","Elsallab M","Lancet Oncol","2020","2020/02/03","PMC7841982","NIHMS1653432","10.1016/S1470-2045(19)30729-6"
"31985301","Effectiveness comparison and incremental cost-per-responder analysis of calcipotriene 0.005%/betamethasone dipropionate 0.064% foam vs. halobetasol 0.01%/tazarotene 0.045% lotion for plaque psoriasis: a matching-adjusted indirect comparative analysis","Wu JJ, Hansen JB, Patel DS, Nyholm N, Veverka KA, Swensen AR.","J Med Econ. 2020 Jun;23(6):641-649. doi: 10.1080/13696998.2020.1722139. Epub 2020 Mar 2.","Wu JJ","J Med Econ","2020","2020/01/28","","","10.1080/13696998.2020.1722139"
"31948278","Comparative safety and efficacy of ozanimod versus fingolimod for relapsing multiple sclerosis","Swallow E, Patterson-Lomba O, Yin L, Mehta R, Pelletier C, Kao D, Sheffield JK, Stonehouse T, Signorovitch J.","J Comp Eff Res. 2020 Mar;9(4):275-285. doi: 10.2217/cer-2019-0169. Epub 2020 Jan 17.","Swallow E","J Comp Eff Res","2020","2020/01/18","","","10.2217/cer-2019-0169"
"31943429","Matching-adjusted comparison of oral corticosteroid reduction in asthma: Systematic review of biologics","Bourdin A, Husereau D, Molinari N, Golam S, Siddiqui MK, Lindner L, Xu X.","Clin Exp Allergy. 2020 Apr;50(4):442-452. doi: 10.1111/cea.13561. Epub 2020 Mar 20.","Bourdin A","Clin Exp Allergy","2020","2020/01/17","PMC7204869","","10.1111/cea.13561"
"31940225","Cost per PASI-75 responder of calcipotriol plus betamethasone dipropionate cutaneous foam versus nonbiologic systemic therapies for the treatment of plaque psoriasis in seven European countries","Balak DMW, Carrascosa JM, Gregoriou S, Calzavara-Pinton P, Bewley A, Antunes J, Nyeland ME, Viola MG, Sawyer LM, Becla L.","J Dermatolog Treat. 2021 Nov;32(7):701-708. doi: 10.1080/09546634.2019.1707754. Epub 2020 Mar 6.","Balak DMW","J Dermatolog Treat","2021","2020/01/16","","","10.1080/09546634.2019.1707754"
"31932080","Cost-effectiveness of Dabigatran Compared With Rivaroxaban for Prevention of Stroke and Systemic Embolism in Patients With Atrial Fibrillation in China","Dong SJ, Wu B, Zhai SD, Zhang YJ, Chu YB, Gupta P, Li YH.","Clin Ther. 2020 Jan;42(1):144-156.e1. doi: 10.1016/j.clinthera.2019.11.011. Epub 2020 Jan 10.","Dong SJ","Clin Ther","2020","2020/01/15","","","10.1016/j.clinthera.2019.11.011"
