doi	section	ITC num	Ind studies num	questions	decision	PMID
10.1007/s40263-013-0102-x	methodology	1	NA	Anchored comparison?	NA	23975660
10.1007/s40263-013-0102-x	methodology	1	NA	Form of the indirect comparison	NA	23975660
10.1007/s40263-013-0102-x	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	NA	23975660
10.1007/s40263-013-0102-x	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	NA	23975660
10.1007/s40263-013-0102-x	methodology	1	NA	Primary outcome: variable type	Continuous (count, mean, ...)	23975660
10.1007/s40263-013-0102-x	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported	23975660
10.1007/s40263-013-0102-x	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	No discussion (in the main text) of the status of prognostic factors of the variables	23975660
10.1007/s40263-013-0102-x	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables	23975660
10.1007/s40263-013-0102-x	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	Yes	23975660
10.1007/s40263-013-0102-x	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	23975660
10.1007/s40263-013-0102-x	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	84	23975660
10.1007/s40263-013-0102-x	results	1	NA	Initial sample size of the population of interest in the IPD treatment arm	82	23975660
10.1007/s40263-013-0102-x	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned	23975660
10.1007/s40263-013-0102-x	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	23975660
10.1007/s40263-013-0102-x	results	1	NA	Number of covariates adjusted for/matched on	NA	23975660
10.1007/s40263-013-0102-x	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Other(s)	23975660
10.1007/s40263-013-0102-x	results	1	NA	Primary outcome: treatment effect contrast	Means difference	23975660
10.1007/s40263-013-0102-x	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	23975660
10.1007/s40263-013-0102-x	results	1	NA	Primary outcome: unadjusted treatment effect	-9.2	23975660
10.1007/s40263-013-0102-x	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	<0.01	23975660
10.1007/s40263-013-0102-x	results	1	NA	Primary outcome: adjusted treatment effect	-7	23975660
10.1007/s40263-013-0102-x	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	<0.01	23975660
10.1007/s40263-013-0102-x	results	1	NA	If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm	NA	23975660
10.1007/s40263-013-0102-x	results	1	NA	If anchored comparison, initial sample size of the population of interest in the IPD anchor arm	NA	23975660
10.1007/s40263-013-0102-x	study_information	NA	1	Patient-level data used	Yes	NA
10.1007/s40263-013-0102-x	study_information	NA	1	Clinical Trial	Yes	NA
10.1007/s40263-013-0102-x	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00152009	NA
10.1007/s40263-013-0102-x	study_information	NA	1	Phase of the clinical trial (clinical trial only)	3	NA
10.1007/s40263-013-0102-x	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more	NA
10.1007/s40263-013-0102-x	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	NA	NA
10.1007/s40263-013-0102-x	study_information	NA	2	Patient-level data used	Yes	NA
10.1007/s40263-013-0102-x	study_information	NA	2	Clinical Trial	Yes	NA
10.1007/s40263-013-0102-x	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT00150618	NA
10.1007/s40263-013-0102-x	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3	NA
10.1007/s40263-013-0102-x	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more	NA
10.1007/s40263-013-0102-x	study_information	NA	2	Data source name (only if observational study or clinical trial without NCT)	NA	NA
10.1007/s40263-013-0102-x	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	usa	NA
10.1007/s40263-013-0102-x	study_information	NA	3	Patient-level data used	No	NA
10.1007/s40263-013-0102-x	study_information	NA	3	Clinical Trial	Yes	NA
10.1007/s40263-013-0102-x	study_information	NA	3	Data source name (only if observational study or clinical trial without NCT)	spencer et al. (2002)	NA
10.1007/s40263-013-0102-x	study_information	NA	3	Number of treatment arms (clinical trial only)	2 or more	NA
10.1007/s40263-019-00672-w	general_information	NA	NA	Medical Condition of Interest Name	postpartum depression	NA
10.1007/s40263-019-00672-w	general_information	NA	NA	Countries of first author affiliations	uk	NA
10.1007/s40263-019-00672-w	general_information	NA	NA	Countries of last author affiliations	usa	NA
10.1007/s40263-019-00672-w	general_information	NA	NA	Positions of study investigators (for any authors of the article, any that applies)	Pharmaceutical Industry, Private Data Analysis Company	NA
10.1007/s40263-019-00672-w	general_information	NA	NA	At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company	Yes	NA
10.1007/s40263-019-00672-w	general_information	NA	NA	Mentioned sources of funding	Pharmaceutical Industry	NA
10.1007/s40263-019-00672-w	general_information	NA	NA	Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article	Yes	NA
10.1007/s40263-019-00672-w	general_information	NA	NA	Mention of a systematic review to find the studies to compare treatments of interest	Yes	NA
10.1007/s40263-019-00672-w	methodology	1	NA	Treatment name 1	brexanolone	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Study 'number(s)' for treatment 1	1;2;3	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Treatment name 2	placebo	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Study 'number(s)' for treatment 2	4	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Type of population-adjusted indirect comparisons performed	MAIC	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Anchored comparison?	No	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Form of the indirect comparison	Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Definition of a single primary outcome for the indirect comparison	No primary outcome defined, or multiple primary outcomes without any clear distinction between them	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined)	NA	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Primary outcome: variable type	Continuous (count, mean, ...)	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Justification for selecting variables to be included in the adjustment model (in the main text)	Nothing mentioned, not reported	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Inclusion of prognostic factors in the adjustment/matching model	No discussion (in the main text) of the status of prognostic factors of the variables	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Inclusion of treatment-effect modifiers in the adjustment/matching model	No discussion (in the main text) of the status of treatment-effect modifiers of the variables	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)	Yes	31642037
10.1007/s40263-019-00672-w	methodology	1	NA	Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale)	No	31642037
10.1007/s40263-019-00672-w	results	1	NA	Sample size of the population of interest in the non IPD treatment arm	30	31642037
10.1007/s40263-019-00672-w	results	1	NA	Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC	63.2	31642037
10.1007/s40263-019-00672-w	results	1	NA	Reporting of a weights' distribution evaluation (MAIC)	Not mentioned	31642037
10.1007/s40263-019-00672-w	results	1	NA	Reporting of the list of the covariates adjusted for/matched on	Yes	31642037
10.1007/s40263-019-00672-w	results	1	NA	Number of covariates adjusted for/matched on	3	31642037
10.1007/s40263-019-00672-w	results	1	NA	Covariates adjusted for/matched on in the indirect comparison	Age, Race/ethnicity, Past treatments for the disease of interest	31642037
10.1007/s40263-019-00672-w	results	1	NA	Primary outcome: treatment effect contrast	Means difference	31642037
10.1007/s40263-019-00672-w	results	1	NA	Direction of the treatment effect contrast: IPD treatment is:	Numerator if ratio, or left side if difference	31642037
10.1007/s40263-019-00672-w	results	1	NA	Primary outcome: unadjusted treatment effect	NA	31642037
10.1007/s40263-019-00672-w	results	1	NA	p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])	NA	31642037
10.1007/s40263-019-00672-w	results	1	NA	Primary outcome: adjusted treatment effect	NA	31642037
10.1007/s40263-019-00672-w	results	1	NA	p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])	NA	31642037
10.1007/s40263-019-00672-w	study_information	NA	1	Patient-level data used	Yes	NA
10.1007/s40263-019-00672-w	study_information	NA	1	Clinical Trial	Yes	NA
10.1007/s40263-019-00672-w	study_information	NA	1	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02614547	NA
10.1007/s40263-019-00672-w	study_information	NA	1	Country where the clinical trial/observational study was conducted (international if more than one)	usa	NA
10.1007/s40263-019-00672-w	study_information	NA	1	Phase of the clinical trial (clinical trial only)	2	NA
10.1007/s40263-019-00672-w	study_information	NA	1	Number of treatment arms (clinical trial only)	2 or more	NA
10.1007/s40263-019-00672-w	study_information	NA	2	Patient-level data used	Yes	NA
10.1007/s40263-019-00672-w	study_information	NA	2	Clinical Trial	Yes	NA
10.1007/s40263-019-00672-w	study_information	NA	2	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02942004	NA
10.1007/s40263-019-00672-w	study_information	NA	2	Country where the clinical trial/observational study was conducted (international if more than one)	usa	NA
10.1007/s40263-019-00672-w	study_information	NA	2	Phase of the clinical trial (clinical trial only)	3	NA
10.1007/s40263-019-00672-w	study_information	NA	2	Number of treatment arms (clinical trial only)	2 or more	NA
10.1007/s40263-019-00672-w	study_information	NA	3	Patient-level data used	Yes	NA
10.1007/s40263-019-00672-w	study_information	NA	3	Clinical Trial	Yes	NA
10.1007/s40263-019-00672-w	study_information	NA	3	NCT (only for clinical trial registered on clinicaltrials.gov)	NCT02942017	NA
10.1007/s40263-019-00672-w	study_information	NA	3	Country where the clinical trial/observational study was conducted (international if more than one)	usa	NA
10.1007/s40263-019-00672-w	study_information	NA	3	Phase of the clinical trial (clinical trial only)	3	NA
10.1007/s40263-019-00672-w	study_information	NA	3	Number of treatment arms (clinical trial only)	2 or more	NA
10.1007/s40263-019-00672-w	study_information	NA	4	Patient-level data used	No	NA
10.1007/s40263-019-00672-w	study_information	NA	4	Clinical Trial	Yes	NA
10.1007/s40263-019-00672-w	study_information	NA	4	Data source name (only if observational study or clinical trial without NCT)	yonkers et al. (2008)	NA
10.1007/s40263-019-00672-w	study_information	NA	4	Country where the clinical trial/observational study was conducted (international if more than one)	usa	NA
