Edit URL,Timestamp,itc_number,DOI of the article,Initials of the reviewer filling the form ,Medical Condition of Interest Name,Countries of first author affiliations,Countries of last author affiliations,"Positions of study investigators (for any authors of the article, any that applies)","At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",Mentioned sources of funding,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",Mention of a systematic review to find the studies to compare treatments of interest,study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),Treatment name 1,Study 'number(s)' for treatment 1,Treatment name 2 ,Study 'number(s)' for treatment 2,Type of population-adjusted indirect comparisons performed,Anchored comparison?,Form of the indirect comparison,Definition of a single primary outcome for the indirect comparison,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),Primary outcome: variable type,Justification for selecting variables to be included in the adjustment model (in the main text),Inclusion of prognostic factors in the adjustment/matching model,Inclusion of treatment-effect modifiers in the adjustment/matching model,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),Sample size of the population of interest in the non IPD treatment arm ,"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm",Initial sample size of the population of interest in the IPD treatment arm,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC","If anchored comparison, initial sample size of the population of interest in the IPD anchor arm","If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm",Reporting of a weights' distribution evaluation (MAIC),Reporting of the list of the covariates adjusted for/matched on,Number of covariates adjusted for/matched on,Covariates adjusted for/matched on in the indirect comparison,Primary outcome: treatment effect contrast,Direction of the treatment effect contrast: IPD treatment is:,Primary outcome: unadjusted treatment effect,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",Primary outcome: adjusted treatment effect,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",Notes,Original Timestamp
,28/07/2022 17:52:45,1,10.2217/fon-2021-1102,ASL,ROS1-positive non-small-cell lung cancer,USA,USA,"Academic, Private Data Analysis Company, Pharmaceutical Industry / Medical device company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT00585195,,,International,1,1,2,No,Yes,,2012-000148-88,,International,1,1,3,No,Yes,NCT02097810,,,International,"1, 2",1,4,No,Yes,NCT02568267,,,International,2,1,5,,,,,,,,,crizotinib,1,Entrectinib,2;3;4,STC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Response Rate,Binary (eg rates),A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,161,,53,53,,,,Yes,4,"Age, Sex, Comorbidities and medical history (beside pathology/disease of interest in the comparison), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",RR,"Numerator if ratio, or left side if difference",1.07,[0.88;1.31],1.04,[0.85;1.28],"Do an intersting secondary STC of clinical trials versus real world data

Ongoing clinical trial not published yet doing the same comparison as they do, so could be interesting to look at the actual result of this trial

Adding questions about EudraCT

Evaluates the imbalance in known prognostic factors and effect modifiers

Question about the distinction of prognostic factors and effect modifiers

Maybe reformulate in: 
        - Status of prognostic factors/effect modifiers
        - 

Reformulate 'study number' to 'study numbers'?

New questions to add: 
**
Justification for the need of a population adjusted indirect comparison: 
        - Presence of imbalance in effect modifiers between studies?
**

        - Mention imbalance in effect modifiers to justify population adjusted comparison
        - List the effect modifiers used to adjust the analysis
        - List the prognostic factors used to adjust the analysis


",09/07/2022 12:37:57
,28/07/2022 17:53:12,2,10.2217/fon-2021-1102,ASL,,,,,,,,,6,No,No,,,Ontada (Oncology Insights & Technology),USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crizotinib,1,crizotinib,5,STC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Progression Free Survival,Time-to-event,Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),Yes,Yes,No,No,69,,53,53,,,,Yes,2,"Other(s), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",Median difference,"Numerator if ratio, or left side if difference",10.8,NA,8.3,0.26;16.94,,10/07/2022 10:27:34
,28/07/2022 17:54:09,3,10.2217/fon-2021-1102,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crizotinib,1,crizotinib,6,STC,No,Simple (ie treatments effects extracted from two studies),Yes,Overall Survival,Time-to-event,Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),Yes,Yes,,No,38,,53,53,,,,Yes,4,"Age, Sex, Past treatments for the disease of interest, Other(s)",Median difference,"Numerator if ratio, or left side if difference",15.2,NA,-10.5,NA,,11/07/2022 12:20:45
,28/07/2022 22:48:30,xx,10.1007/s13555-021-00646-1,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
IPD : crisaborole : Paller 2016 https://linkinghub.elsevier.com/retrieve/pii/S0190962216303309
	1 NCT02118766  
	2 NCT02118792  

non IPD: 
	Tacrolimus 0.1%
		6 Abramovits et al., 2008 22 
		NCT00666302

	Pimecrolimus 1%

		4 Kempers et al., 2004 20 
			No NCT US US 2 arms
		5 Paller et al., 2005 21 
			NCT00667160

		6 Abramovits et al., 2008 22 
			NCT00666302

		7 Eichenfeld et al., 2002 23 
			No NCT https://api.istex.fr/ark:/67375/6H6-W5Z4NWPL-D/fulltext.pdf?sid=clickandread

	tacrolimus 0.03%
		3 Schachner et al., 2005 15 
			no NCT US 2 arms

		4 Kempers et al., 2004 20 
			No NCT US US 2 arms

		5 Paller et al., 2005 21 
			NCT00667160
		

		8 Chapman et al., 2005 24 
			no NCT US 2 arms

		9 Levy et al., 2005 29
			NCT00480896
",19/07/2022 18:29:09
,01/08/2022 14:20:21,1,10.2217/cer-2021-0216,ASL,spinal muscular atrophy,Switzerland,UK,"Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02913482,,,International,"2, 3",1,2,Yes,Yes,NCT02908685,,,International,"2, 3",2 or more,3,No,Yes,NCT02193074,,,International,3,2 or more,4,No,Yes,NCT02292537,,,International,3,2 or more,5,No,Yes,NCT03306277,,,USA,3,1,Risdiplam,1,Nusinersen,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Event-Free Survival,Time-to-event,"A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,121,NA,58,36.5,NA,NA,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,3,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease)",HR,"Numerator if ratio, or left side if difference",0.24,[0.09;0.46],0.2,[0.06;0.42],"Discuss the scale of the outcome **in the supplemental materials**
Exhaustive presentation of the methodology in supplemental materials
Separation of treatment effect modifiers and prognostic factors",19/07/2022 22:18:10
,01/08/2022 14:24:13,1,10.1007/s13555-021-00646-1,ASL,mild-to-moderate atopic dermatitis,UK,Denmark,"Academic, Pharmaceutical Industry / Medical device company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02118766,,,USA,3,2 or more,2,Yes,Yes,NCT02118792,,,USA,3,2 or more,3,No,Yes,NA,NA,Schachner et al. (2005),USA,,2 or more,4,No,Yes,,,Kempers et al. (2004),USA,,2 or more,5,No,Yes,NCT00667160,,,USA,4,2 or more,crisaborole,1;2,pimecrolimus 1%,4;5;6;7,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",Yes,Investigator’s Static Global Assessment improvement score of 0–1,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,Yes,Yes,NA,NA,1021,627,NA,NA,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",2.04,[1.47;2.82],2.03,[1.45;2.85],"crisaborole vs pimecrolimus 1%
Explicitely mention that one of their comparison (tacrolimus 0.1%) is not valid because of to small ESS
Weights distribution reported in the main article 
Acknowledgments of the limits of the methodology
Matches on mean and SD age, so ""details of the methodology"" reported as yes
age counted as two different

",19/07/2022 20:44:50
,01/08/2022 14:25:45,3,10.1007/s13555-021-00646-1,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crisaborole,1;2,tacrolimus 0.1%,6,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",Yes,Investigator’s Static Global Assessment improvement score of 0–1,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,Yes,No,NA,NA,1021,94,NA,NA,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",1.21,[0.80;1.83],1.03,[0.58;1.82],"crisaborole vs tacrolimus 0.1%
Authors say that this MAIC is not valid because sample size shrinking during matching process",19/07/2022 22:14:22
,01/08/2022 14:26:09,2,10.1007/s13555-021-00646-1,ASL,,,,,,,,,6,Yes,Yes,NCT00666302,,,International,4,2 or more,7,Yes,Yes,,,Eichenfield et al. (2002),,,2 or more,8,Yes,Yes,,,Chapman et al. (2005),USA,,2 or more,9,No,Yes,NCT00480896,,,International,3,2 or more,,,,,,,,,,crisaborole,1;2,tacrolimus 0.03%,3;4;5;8;9,MAIC,No,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)",Yes,Investigator’s Static Global Assessment improvement score of 0–1,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,Yes,No,NA,NA,1021,311,NA,NA,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,7,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Race/ethnicity, Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",1.31,[0.80;1.83],1.03,[0.58;1.82],crisaborole vs tacrolimus 0.03%,19/07/2022 21:50:06
,01/08/2022 14:28:13,3,10.1007/s12325-021-01853-0,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rVIII-SingleChain lonoctocog alfa,1,rFVIIIFc (efmoroctocog alfa),4,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",mean annualized bleeding rates,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,118,NA,146,123.6,NA,NA,Not mentioned,Yes,4,"Age, Race/ethnicity, Other(s)",RR,"Numerator if ratio, or left side if difference",1.14,[0.82;1.57],1.18,[0.85;1.65],,24/07/2022 12:22:19
,01/08/2022 14:28:43,2,10.1007/s12325-021-01853-0,ASL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rVIII-SingleChain lonoctocog alfa,1,rAHF-PFM octocog alf,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",mean annualized bleeding rates,"Continuous (count, mean, ...)","Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,32,NA,146,79,NA,NA,Not mentioned,Yes,2,"Age, Race/ethnicity",Means difference,"Numerator if ratio, or left side if difference",0.07,[-3.09;3.23],0.01,[-2.36;2.37],,24/07/2022 12:17:13
,01/08/2022 14:33:38,1,10.2217/imt-2021-0273,ASL,metastatic non-small-cell lung cancer,USA,USA,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT02142738,,,International,3,2 or more,2,Yes,Yes,NCT02220894,,,International,3,2 or more,3,No,Yes,NCT02477826,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,pembrolizumab,1;2,nivolumab + ipilimumab,3,MAIC,Yes,"Aggregation of multiple studies to estimate individual treatment effects (e.g. meta-analysis in a first step to estimate treatment A effect, then population adjusted indirect comparison using treatment A effect estimate)","No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall Survival,Time-to-event,"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No,Yes,No,No,793,NA,1428,993,NA,NA,Not mentioned,Yes,8,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Other(s), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",HR,"Numerator if ratio, or left side if difference",0.98,NA,1.07,[0.82;1.39],"Statistical assessment of the variables available in the trials, interpreted as ""status of prognostic fctors/treatment effect modifier assessed in the IPD dataset""",15/07/2022 17:26:11
,01/08/2022 17:23:37,1,10.1186/s40164-022-00268-z,ASL,relapsed or refractory aggressive large B-cell lymphomas,France,Canada,"Academic, Private Data Analysis Company, Pharmaceutical Industry / Medical device company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02631044,,,,1,1,2,No,Yes,NCT02445248,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,liso-cel,1,tisagenlecleucel ,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Objective Response Rate,Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,111,,256,180,,,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,6,"Past treatments for the disease of interest, Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...)",OR,"Numerator if ratio, or left side if difference",2.49,[1.52;4.07],2.78,[1.63;4.74],"They say that ""Balance was assessed using the absolute value of the standardized mean difference"", whereas covariate balance may not be checked in that context? (see Phillippo 2016). 
Talk about the distinction prognostic factors and treatment effect modifiers, but doesn't actually give any indication for the status of any specific included factor
**Uncommon MAIC methodology: first step of direct matching, then weighting**",07/07/2022 17:59:13
,01/08/2022 17:24:48,1,10.1186/s40164-022-00268-z,BZ,Relapsed or refractory diffuse large B-cell lymphoma,France,Canada,"Academic, Pharmaceutical Industry / Medical device company, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02631044,,,US,1,1,2,No,Yes,NCT02445248,,,International,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisocabtagene maraleucel,1,Tisagenlecleucel,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Objective response rates (ORR),Binary (eg rates),"Status of prognostic factor/treatment effect modified assessed in the IPD dataset, A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,111,,256,164,,,Not mentioned,Yes,6,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score (ECOG PS, Karnofsky, Lansky, OMS, Ranson, ...), Past treatments for the disease of interest, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",OR,"Numerator if ratio, or left side if difference",2.49,[1.52;4.07],2.78,[1.63;4.74],Renal function = comorbidity,24/05/2022 16:05:53
