Edit URL,Timestamp,itc_number,DOI of the article,Initials of the reviewer filling the form ,Medical Condition of Interest Name,Countries of first author affiliations,Countries of last author affiliations,"Positions of study investigators (for any authors of the article, any that applies)","At least one author affiliated with a department of Biostatistics, Epidemiology, Public Health, Pharmacoepidemiology, or a Clinical Research unit, or private data analysis company",Mentioned sources of funding,"Ties with pharmaceutical industry mentionned in competing interest/conflict of interest/disclaimer, or any equivalent section in the article",Mention of a systematic review to find the studies to compare treatments of interest,study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),study_number,Patient-level data used,Clinical Trial,NCT (only for clinical trial registered on clinicaltrials.gov),EudraCT (only for clinical trials registered on clinicaltrialsregister.eu,Data source name (only if observational study or clinical trial without NCT),Country where the clinical trial/observational study was conducted (international if more than one),Phase of the clinical trial (clinical trial only),Number of treatment arms (clinical trial only),Treatment name 1,Study 'number(s)' for treatment 1,Treatment name 2 ,Study 'number(s)' for treatment 2,Type of population-adjusted indirect comparisons performed,Anchored comparison?,Form of the indirect comparison,Definition of a single primary outcome for the indirect comparison,Primary Outcome Name (first one mentioned in the text of the results part if no primary outcome defined),Primary outcome: variable type,Justification for selecting variables to be included in the adjustment model (in the main text),Inclusion of prognostic factors in the adjustment/matching model,Inclusion of treatment-effect modifiers in the adjustment/matching model,"Mention of the MAIC weights estimation model / STC adjustment model details in the main text **or supplemental materials** (ie matching on first moment, second moment, including interaction term, etc)",Discussion of the choice of the scale for the outcome in the main text (ie natural outcome scale vs transformed outcome scale),Sample size of the population of interest in the non IPD treatment arm ,"If anchored comparison, sample size of the population of interest in the non IPD treatment anchor arm",Initial sample size of the population of interest in the IPD treatment arm,"Sample size in the IPD treatment arm used in the indirect comparison, ie effective sample size after reweighting for MAIC; or sample size used in the regression model for STC","If anchored comparison, initial sample size of the population of interest in the IPD anchor arm","If anchored comparison, effective sample size after reweighting for MAIC; or sample size used in the regression model for STC in the IPD anchor arm",Reporting of a weights' distribution evaluation (MAIC),Reporting of the list of the covariates adjusted for/matched on,Number of covariates adjusted for/matched on,Covariates adjusted for/matched on in the indirect comparison,Primary outcome: treatment effect contrast,Direction of the treatment effect contrast: IPD treatment is:,Primary outcome: unadjusted treatment effect,"p-value for the unadjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX-Y.YY])",Primary outcome: adjusted treatment effect,"p-value for the adjusted treatment effect (or 95 CI if pvalue is not provided, written as [X.XX;Y.YY])",Notes,Original Timestamp
,01/07/2022 16:16:38,3,10.1080/10428194.2021.1913144,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acalabrutinib + obinutuzumab,1,Ibrutinib + obinutuzumab,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",progression-free survival,Time-to-event,"Statistical based (ie pvalue based, that is looking at statistical significant differences between treatment arms), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,113,,113,97,,,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Numerator if ratio, or left side if difference",,,0.55,0.11,,01/07/2022 16:14:19
,01/07/2022 16:19:01,4,10.1080/10428194.2021.1913144,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acalabrutinib,1,Ibrutinib + obinutuzumab,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",progression-free survival,Time-to-event,"Statistical based (ie pvalue based, that is looking at statistical significant differences between treatment arms), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,113,,114,97,,,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Numerator if ratio, or left side if difference",,,0.53,0.08,,01/07/2022 16:16:38
,01/07/2022 16:24:18,5,10.1080/10428194.2021.1913144,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acalabrutinib + obinutuzumab,1,Venetoclax + obinutuzumab,4,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",progression-free survival,Time-to-event,"Statistical based (ie pvalue based, that is looking at statistical significant differences between treatment arms), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,216,,83,43,,,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Numerator if ratio, or left side if difference",,,0.78,0.57,,01/07/2022 16:19:01
,01/07/2022 16:26:25,6,10.1080/10428194.2021.1913144,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acalabrutinib,1,Venetoclax + obinutuzumab,4,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",progression-free survival,Time-to-event,"Statistical based (ie pvalue based, that is looking at statistical significant differences between treatment arms), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion)",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,Yes,No,216,,96,51,,,"Yes, mentions that the weights distribution has been studied, but weights distribution not reported",Yes,12,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Comorbidities and medical history (beside pathology/disease of interest in the comparison)",HR,"Numerator if ratio, or left side if difference",,,1.24,0.59,,01/07/2022 16:24:18
,01/07/2022 17:05:08,1,10.1080/10428194.2021.1913143,BZ,Relapsed and refractory multiple myeloma,Spain,Switzerland,"Academic, Pharmaceutical Industry, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,Yes,1,Yes,Yes,NCT03361748,,,International,2,1,2,No,Yes,NCT02336815,,,International,2,1,3,No,Yes,NCT03525678,,,International,2,1,,,,,,,,,,,,,,,,,,,idecabtagene vicleucel ,1,Selinexor + dexamethasone,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall response rate,Binary (eg rates),"Statistical based (ie pvalue based, that is looking at statistical significant differences between treatment arms), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,122,,128,56,,,Not mentioned,Yes,6,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",7.78,[4.43;13.65],7.74,[3.83;15.62],"These include the fact that some prog-
nostic factors and/or effect modifiers may not have
been adjusted for in the analysis because they were
not reported.",01/07/2022 16:26:25
,01/07/2022 17:11:16,2,10.1080/10428194.2021.1913143,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Idecabtagene + vicleucel,1,Belantamab mafodotin,3,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Overall response rate,Binary (eg rates),"Statistical based (ie pvalue based, that is looking at statistical significant differences between treatment arms), A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion), Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose)",Yes,Yes,No,No,97,,128,45,,,Not mentioned,Yes,6,"Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",OR,"Numerator if ratio, or left side if difference",6.17,[3.45;11.05],5.12,[2.35;11.13],". These include the fact that some prog-
nostic factors and/or effect modifiers may not have
been adjusted for in the analysis because they were
not reported.",01/07/2022 17:05:08
,04/07/2022 11:41:39,1,10.1097/JU.0000000000001767,BZ,Nonmetastatic Castration-Resistant Prostate Cancer,USA,USA,"Academic, Pharmaceutical Industry, Private Data Analysis Company",Yes,Pharmaceutical Industry,No such section presenting competing interest/conflict of interest,No,1,Yes,Yes,NCT02200614,,,International,3,2 or more,2,No,Yes,NCT01946204,,,International,3,2 or more,3,No,Yes,NCT02003924,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,darolutamide,1,apalutamide,2,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Risk of Prespecified AEs : Risk of fall,Binary (eg rates),Literature based (clinically or methodologically relevant to adjust on these variables based on the literature search conducted for this specific purpose),No discussion (in the main text) of the status of prognostic factors of the variables,Yes,No,No,806,401,943,604,553,391,Not mentioned,Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Past treatments for the disease of interest",Difference in risk differences,"Numerator if ratio, or left side if difference",,,-6.30%,0.043,,01/07/2022 17:11:16
,04/07/2022 11:48:42,2,10.1097/JU.0000000000001767,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAROLUTAMIDE,1,ENZALUTAMIDE,3,MAIC,Yes,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",Risk of Prespecified AEs(Advers effects) : Risk of fall,Binary (eg rates),"Nothing mentioned, not reported",No discussion (in the main text) of the status of prognostic factors of the variables,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,933,468,943,580,553,395,Not mentioned,Yes,8,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Past treatments for the disease of interest, Other(s)",Difference in risk differences,"Numerator if ratio, or left side if difference",,,-6.30%,0.004,,04/07/2022 11:41:39
,04/07/2022 14:24:30,1,10.1177/17588359211049639,BZ,Newly diagnosed advanced ovarian cancer,UK,UK,"Academic, Pharmaceutical Industry",Not mentioned,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT02477644,,,International,3,2 or more,2,No,Yes,NCT02655016,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olaparib + bevacizumab,1,Niraparib,2,MAIC,No,Simple (ie treatments effects extracted from two studies),Yes,Progression-free survival ,Time-to-event,"Statistical based (ie pvalue based, that is looking at statistical significant differences between treatment arms)",Yes,Yes,No,No,487,,399,358,,,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,8,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",,,0.57,[0.47;0.69],biomarker-unselected population (ITT population),04/07/2022 11:48:42
,04/07/2022 14:31:29,4,10.1177/17588359211049639,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niraparib,2,Bevacizumab + Placebo,1,MAIC,No,Simple (ie treatments effects extracted from two studies),Yes,Progression-free survival,Time-to-event,"Statistical based (ie pvalue based, that is looking at statistical significant differences between treatment arms)",Yes,Yes,No,No,487,,196,174,,,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,8,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest",HR,"Denominator if ratio, or rightside if difference",,,1.07,[0.87;1.32],biomarker-unselected population (ITT population),04/07/2022 14:24:30
,04/07/2022 14:38:48,3bis,10.1177/17588359211049639,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olaparib + bevacizumab,1,Niraparib,2,MAIC,No,Simple (ie treatments effects extracted from two studies),Yes,Progression-free survival,Time-to-event,"Statistical based (ie pvalue based, that is looking at statistical significant differences between treatment arms)",Yes,Yes,No,No,247,,177,164,,,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",,,0.57,[0.41;0.79],HRD-positive population,04/07/2022 14:31:29
,04/07/2022 14:41:50,4bis,10.1177/17588359211049639,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niraparib,2,Bevacizumab + Placebo,1,MAIC,No,Simple (ie treatments effects extracted from two studies),Yes,Progression-free survival,Time-to-event,"Statistical based (ie pvalue based, that is looking at statistical significant differences between treatment arms)",Yes,Yes,No,No,247,,89,79,,,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Past treatments for the disease of interest",HR,"Denominator if ratio, or rightside if difference",,,0.7,[0.51;0.97],HRD-positive population,04/07/2022 14:38:48
,04/07/2022 16:12:17,x,10.1016/j.ejca.2021.08.023,BZ,"Newly diagnosed, advanced BRCA-mutated ovarian cancer",Belgium,USA,"Academic, Pharmaceutical Industry",Not mentioned,Pharmaceutical Industry,Yes,No,,Yes,Yes,NCT02477644,,,International,3,2 or more,,No,Yes,NCT01844986,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olaparib + bevacizumab,1,Olaparib,2,MAIC,No,Simple (ie treatments effects extracted from two studies),Yes,Progression-free survival,Time-to-event,"Nothing mentioned, not reported",Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,254,,151,110.8,,,Not mentioned,Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",0.93,[0.65.1.34],0.71,[0.45–1.09],,04/07/2022 14:41:50
,04/07/2022 16:17:21,x,10.1016/j.ejca.2021.08.023,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olaparib,2,placebo + bevacizumab,1,MAIC,No,Simple (ie treatments effects extracted from two studies),Yes,Progression-free survival,Time-to-event,"Nothing mentioned, not reported",Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,254,,71,54.7,,,Not mentioned,Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Past treatments for the disease of interest",HR,"Denominator if ratio, or rightside if difference",0.41,[0.28;0.58],0.48,[0.30;0.75],,04/07/2022 16:12:17
,04/07/2022 16:22:56,x,10.1016/j.ejca.2021.08.023,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olaparib + bevacizumab,1,placebo,2,MAIC,No,Simple (ie treatments effects extracted from two studies),Yes,Progression-free survival,Time-to-event,"Nothing mentioned, not reported",Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,126,,151,110.8,,,Not mentioned,Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",,,0.23,[0.12;0.34],"Le bras ""Olaparib plus bevacizumab"" a été comparé au bras ""Placebo"" (Effectif = 126) mais ajusté sur le bras ""Olaparib"" (Effectif = 254)",04/07/2022 16:17:21
,04/07/2022 16:27:21,x,10.1016/j.ejca.2021.08.023,BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Placebo + bevacizumab,1,Placebo,2,MAIC,No,Simple (ie treatments effects extracted from two studies),Yes,Progression-free survival,Time-to-event,"Nothing mentioned, not reported",Yes,No discussion (in the main text) of the status of treatment-effect modifiers of the variables,No,No,126,,71,54.7,,,Not mentioned,Yes,7,"Age, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Performance score, Past treatments for the disease of interest",HR,"Numerator if ratio, or left side if difference",0.71,[0.50;1.02],0.65,[0.43;0.95],"Le bras ""Placebo plus bevacizumab"" a été comparé au bras ""Placebo"" (Effectif = 126) mais ajusté sur le bras ""Olaparib"" (Effectif = 254) ",04/07/2022 16:22:56
,05/07/2022 12:00:27,1,10.1007/s12325-021-01700-2,BZ,Hepatocellular Carcinoma,Germany,Germany,"Academic, Pharmaceutical Industry, Private Data Analysis Company",Yes,Pharmaceutical Industry,Yes,No,1,Yes,Yes,NCT01908426,,,International,3,2 or more,2,No,Yes,NCT02435433,,,International,3,2 or more,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabozantinib,1,Ramucirumab,2,MAIC,No,Simple (ie treatments effects extracted from two studies),"No primary outcome defined, or multiple primary outcomes without any clear distinction between them",overall survival,Time-to-event,A priori expert-knowledge (clinically or methodologically relevant to adjust on these variables based on experts/clinicians opinion),No discussion (in the main text) of the status of prognostic factors of the variables,Yes,No,No,197,,114,63,,,"Yes, mentions that the weights distribution has been studied, and weights distribution reported in main article or supplemental materials",Yes,11,"Age, Sex, Disease severity/disease history (ie past conditions or symptoms directly related to the disease of interest, eg history of venous thromboembolism in sickle cell disease), Past treatments for the disease of interest","Pas de Hazard Ratio calculé, uniquement test du log-rank",,,,,0.104,"Mediane OS Carbozantinib = 10.6 (IC : 9.5; 17.3)
Mediane OS Ramicurimab = 8.7 (IC : 7.3; 10.8)
P-value Log-rank = 0.104",04/07/2022 16:27:21
